product_id,views,purchases,conversion_rate
28716664,1,1,100
1005053,1,1,100
13902679,1,0,0
4804018,1,0,0
17301588,1,1,100
16000124,1,1,100
5300360,1,0,0
28102695,1,0,0
3900864,1,1,100
9101662,1,1,100
28721767,1,1,100
15100135,1,1,100
1701329,1,1,100
10700971,1,1,100
17200229,1,1,100
50300318,1,0,0
7100992,1,1,100
1500462,1,1,100
26300329,1,1,100
16000645,1,1,100
27201483,1,1,100
21900251,1,1,100
28718018,1,1,100
28715684,1,1,100
28101548,1,1,100
12704649,1,1,100
12708956,1,1,100
26025015,1,0,0
28800157,1,1,100
15700046,1,1,100
21405688,1,1,100
27200825,1,1,100
12705795,1,0,0
2240018,1,1,100
24700356,1,0,0
21409044,1,1,100
28718930,1,1,100
11200474,1,1,100
12714075,1,1,100
21800056,1,0,0
20900597,1,1,100
17302384,1,0,0
18001390,1,1,100
11200441,1,1,100
26202944,1,1,100
4700406,1,1,100
6600520,1,1,100
19001397,1,0,0
28716117,1,0,0
28717634,1,0,0
18600003,1,1,100
5301226,1,1,100
3601015,1,1,100
19100343,1,1,100
1005145,1,1,100
26600073,1,1,100
42600184,1,1,100
26300089,1,1,100
9600090,1,1,100
10200404,1,1,100
38100262,1,0,0
16400259,1,0,0
26005941,1,0,0
14700065,1,0,0
28704560,1,0,0
26404273,1,0,0
12710757,1,1,100
12900065,1,1,100
10501506,1,0,0
26202882,1,1,100
26300547,1,0,0
45600949,1,1,100
24100509,1,1,100
4500264,1,1,100
4700474,1,0,0
22700580,1,1,100
1307386,1,1,100
4500032,1,1,100
28101552,1,1,100
12300530,1,0,0
21401329,1,0,0
17700527,1,0,0
21405722,1,0,0
1600548,1,1,100
28716956,1,1,100
17300909,1,1,100
28714351,1,1,100
12705456,1,1,100
3700771,1,1,100
2701763,1,1,100
10201154,1,1,100
12707486,1,1,100
22700130,1,1,100
34800520,1,1,100
26403483,1,1,100
27200473,1,0,0
12702790,1,1,100
12704352,1,1,100
17700258,1,1,100
26800058,1,1,100
23200165,1,1,100
30500022,1,1,100
12202049,1,1,100
26400118,1,1,100
6201120,1,1,100
18000729,1,1,100
30900947,1,1,100
28714423,1,1,100
51800151,1,1,100
1801868,1,0,0
28720380,1,0,0
34200158,1,0,0
1700871,1,0,0
1307236,1,1,100
1005203,1,1,100
14300348,1,1,100
12713260,1,1,100
4803526,1,1,100
29501388,1,1,100
12708261,1,1,100
26300266,1,1,100
21411574,1,0,0
27201657,1,0,0
1500058,1,0,0
17302782,1,0,0
3800892,1,1,100
11100266,1,1,100
21407401,1,1,100
26009319,1,1,100
52900010,1,0,0
12710965,1,0,0
12702650,1,1,100
24601525,1,0,0
28715914,1,0,0
9002782,1,1,100
26203894,1,1,100
12500517,1,1,100
17500336,1,1,100
24600855,1,1,100
18900167,1,1,100
6800319,1,1,100
20900206,1,1,100
38500346,1,0,0
12703763,1,0,0
12720437,1,1,100
14700010,1,1,100
25508312,1,0,0
26016415,1,1,100
27600428,1,1,100
21404554,1,1,100
45000025,1,1,100
9900411,1,1,100
16100492,1,1,100
28718123,1,1,100
52800001,1,1,100
23200229,1,1,100
22100107,1,1,100
12701058,1,0,0
17200490,1,1,100
9800485,1,1,100
7203804,1,0,0
5000175,1,1,100
35103219,1,1,100
1306428,1,1,100
2600619,1,0,0
43400009,1,1,100
12712328,1,0,0
42100046,1,0,0
2701879,1,1,100
11400443,1,1,100
6701144,1,1,100
1480608,1,1,100
4600681,1,1,100
5301156,1,1,100
46200048,1,0,0
18300234,1,0,0
2200967,1,1,100
28500066,1,0,0
25001455,1,0,0
14700017,1,1,100
12708231,1,0,0
21400021,1,0,0
25600126,1,1,100
15100102,1,1,100
47500004,1,1,100
4501499,1,1,100
3900713,1,1,100
12715383,1,0,0
12708213,1,1,100
28102694,1,0,0
26201098,1,0,0
10700759,1,1,100
13100323,1,1,100
26009190,1,1,100
12719067,1,1,100
3600900,1,1,100
15901487,1,1,100
17302127,1,1,100
6301716,1,1,100
22700318,1,1,100
4201230,1,1,100
2700911,1,1,100
17300637,1,1,100
11000119,1,1,100
9002553,1,1,100
40500300,1,1,100
12712320,1,0,0
23301220,1,1,100
25506004,1,0,0
28704804,1,0,0
13600070,1,1,100
26203663,1,0,0
7203254,1,0,0
38300459,1,1,100
2800478,1,1,100
53900026,1,0,0
7101870,1,0,0
27800176,1,1,100
8500288,1,1,100
12708747,1,1,100
28715527,1,1,100
3600897,1,0,0
13800065,1,0,0
15902400,1,0,0
6801333,1,0,0
3600898,1,1,100
27201338,1,0,0
37500366,1,0,0
13400815,1,0,0
13102383,1,1,100
12700634,1,0,0
12717962,1,0,0
26024282,1,0,0
10201461,1,0,0
3500233,1,1,100
17601809,1,0,0
17300588,1,1,100
12710161,1,1,100
12710446,1,0,0
12714177,1,0,0
9002576,1,0,0
10301599,1,0,0
10201259,1,0,0
28713428,1,1,100
17700656,1,0,0
26203025,1,1,100
33000329,1,0,0
12712177,1,1,100
13300578,1,1,100
28718088,1,1,100
5600297,1,1,100
26017092,1,0,0
13200126,1,1,100
1306531,1,1,100
2502072,1,1,100
4201065,1,0,0
12710537,1,0,0
19600580,1,0,0
22200161,1,0,0
12700569,1,1,100
28401048,1,1,100
2300161,1,1,100
50600027,1,1,100
12202659,1,1,100
9101461,1,1,100
12700083,1,1,100
25200058,1,1,100
1480558,1,1,100
9000247,1,0,0
9001792,1,0,0
34800313,1,0,0
12301487,1,0,0
26001127,1,0,0
12000308,1,0,0
28711868,1,0,0
6200586,1,0,0
16700242,1,0,0
2800395,1,1,100
51200010,1,1,100
47800016,1,1,100
6301342,1,1,100
26403204,1,1,100
12711622,1,1,100
11500296,1,1,100
4502563,1,0,0
23900001,1,0,0
20400216,1,0,0
45601697,1,0,0
12708546,1,1,100
28717161,1,1,100
15902063,1,1,100
12703107,1,1,100
28102450,1,1,100
22900316,1,0,0
12714332,1,1,100
4801190,1,1,100
1500445,1,1,100
3900553,1,1,100
7101031,1,1,100
7003167,1,1,100
12100881,1,0,0
24601625,1,0,0
26601372,1,1,100
18300048,1,1,100
17300801,1,1,100
1305911,1,1,100
12709495,1,0,0
2602083,1,1,100
17800146,1,1,100
1801984,1,1,100
23900176,1,1,100
12715829,1,0,0
28714095,1,1,100
8000312,1,1,100
13200998,1,0,0
1480518,1,1,100
19600438,1,1,100
42600059,1,1,100
38300500,1,1,100
45600858,1,1,100
7005341,1,0,0
7203646,1,1,100
39700015,1,1,100
2401926,1,0,0
5801071,1,1,100
1306891,1,1,100
6500862,1,1,100
5700713,1,1,100
10201420,1,1,100
1801967,1,1,100
24100722,1,1,100
6701140,1,1,100
15901683,1,1,100
8700124,1,1,100
12719777,1,1,100
3700844,1,1,100
12713891,1,1,100
18900081,1,0,0
26026901,1,0,0
28716597,1,1,100
48300061,1,0,0
28718029,1,1,100
26007198,1,1,100
9001351,1,1,100
12400214,1,0,0
26400675,1,1,100
15200547,1,1,100
1201521,1,1,100
28718614,1,1,100
12718938,1,1,100
22400172,1,1,100
26402582,1,1,100
18300310,1,0,0
7005493,1,0,0
10101469,1,0,0
26010177,1,1,100
24600613,1,1,100
26012602,1,1,100
17800262,1,1,100
26403458,1,1,100
16700059,1,1,100
12710732,1,1,100
6600699,1,1,100
26001111,1,0,0
14500005,1,1,100
26204727,1,1,100
8801094,1,1,100
21409793,1,1,100
12702065,1,1,100
26204439,1,1,100
4802844,1,1,100
12719675,1,1,100
13102156,1,1,100
28716051,1,1,100
12701726,1,0,0
26403325,1,1,100
34700183,1,1,100
12702067,1,1,100
16000964,1,1,100
17301104,1,1,100
12300722,1,1,100
5100482,1,1,100
7200131,1,1,100
26012878,1,1,100
11200188,1,1,100
31401026,1,1,100
1004575,1,1,100
7101227,1,1,100
1801512,1,1,100
28720688,1,0,0
10900113,1,1,100
4600540,1,1,100
16900018,1,1,100
1500297,1,1,100
25200191,1,1,100
16600180,1,1,100
3701280,1,1,100
26403448,1,0,0
28714399,1,0,0
13903421,1,0,0
22000093,1,0,0
12711155,1,0,0
21409123,1,0,0
12600076,1,1,100
6201046,1,0,0
6600581,1,1,100
22700324,1,1,100
37100209,1,0,0
17800031,1,0,0
36400043,1,1,100
15200148,1,1,100
26403213,1,1,100
26009098,1,1,100
26401606,1,1,100
34800250,1,1,100
28721426,1,0,0
8901390,1,0,0
28704570,1,0,0
10900390,1,1,100
22600030,1,1,100
26203093,1,0,0
26017915,1,0,0
11500165,1,1,100
2402065,1,1,100
25507251,1,0,0
23000155,1,1,100
47500048,1,0,0
4201587,1,0,0
3600973,1,1,100
20900048,1,1,100
2601425,1,1,100
28719039,1,1,100
14000224,1,1,100
26203575,1,1,100
26006223,1,1,100
3901052,1,1,100
4803011,1,1,100
28714219,1,1,100
6902751,1,1,100
28705186,1,1,100
7203057,1,1,100
26025648,1,1,100
23900084,1,1,100
20000209,1,0,0
26300777,0,1,null
26016601,1,1,100
12800663,1,0,0
15900125,1,1,100
23200166,1,1,100
26202254,1,1,100
12712174,1,1,100
28702310,1,0,0
21407085,1,0,0
17300747,1,0,0
31200754,1,0,0
12704094,1,1,100
52900082,1,0,0
25800006,1,1,100
18500037,1,1,100
25600104,1,1,100
16000973,1,1,100
28703989,1,1,100
4201426,1,1,100
3701000,1,1,100
30000152,1,1,100
5500221,1,1,100
10400703,1,1,100
28101072,1,0,0
45200053,1,0,0
21411137,1,0,0
26300695,1,0,0
31900018,1,0,0
18001153,1,0,0
15200509,1,0,0
19100163,1,0,0
13100942,1,1,100
19200155,1,1,100
23000075,1,1,100
12703051,1,1,100
21407574,1,1,100
18600032,1,1,100
3700910,1,1,100
17301060,1,1,100
6902809,1,0,0
17601013,1,0,0
21100249,1,1,100
3901062,1,1,100
28401468,1,0,0
55400092,1,0,0
12709628,1,1,100
3200344,1,1,100
21411420,1,1,100
50100062,1,0,0
35000029,1,1,100
14300257,1,1,100
34400000,1,1,100
12706657,1,0,0
21408878,1,1,100
15901414,1,1,100
19200013,1,1,100
6200482,1,1,100
26203745,1,1,100
6100122,1,1,100
12702397,1,1,100
12702101,1,0,0
22900234,1,1,100
3200336,1,1,100
6701247,1,1,100
17301949,1,1,100
7005591,1,1,100
25600113,1,1,100
21405126,1,1,100
37500071,1,1,100
12704278,1,1,100
26000358,1,1,100
31700043,1,1,100
24200019,1,1,100
12300710,1,1,100
8901804,1,1,100
13900345,1,1,100
31501009,1,0,0
13300250,1,0,0
12707934,1,1,100
35102567,1,0,0
5300948,1,1,100
3800422,1,1,100
45200020,1,1,100
21000067,1,1,100
17200721,1,1,100
3300531,1,1,100
28714158,1,0,0
51000023,1,0,0
18001330,1,1,100
32401777,1,0,0
40100012,1,0,0
12709272,1,1,100
19800028,1,0,0
5000530,1,1,100
26403817,1,0,0
21409451,1,0,0
25700498,1,0,0
17601132,1,1,100
3100862,1,1,100
7900173,1,1,100
45300035,1,1,100
4900346,1,1,100
5801667,1,0,0
21401129,1,0,0
26012568,1,1,100
26008236,1,1,100
1307107,1,1,100
12709943,1,1,100
5800036,1,0,0
28717456,1,1,100
12719510,1,1,100
6801160,1,1,100
4201480,1,0,0
12704593,1,1,100
35104301,1,0,0
2702469,1,1,100
5801548,1,1,100
26020934,1,1,100
12707746,1,0,0
12704258,1,0,0
5000533,1,1,100
12718807,1,1,100
17301479,1,1,100
5301306,1,1,100
26404937,1,1,100
32600542,1,1,100
7900948,1,1,100
12800252,1,1,100
1700975,1,1,100
13101291,1,0,0
1005097,1,1,100
1307350,1,1,100
5701246,1,1,100
17300056,1,1,100
10100972,1,1,100
35108559,1,1,100
4803077,1,1,100
26403538,1,1,100
26006284,1,1,100
1004231,1,1,100
9600125,1,1,100
14700457,1,1,100
26600892,1,1,100
2800621,1,1,100
16800034,1,1,100
15200412,1,0,0
22900240,1,0,0
34500079,1,0,0
28401227,1,0,0
17600453,1,0,0
13500039,1,0,0
10700074,1,0,0
12702010,1,0,0
12202547,1,0,0
12711573,1,1,100
43400027,1,1,100
21900442,1,0,0
36000003,1,1,100
27800073,1,1,100
12719323,1,1,100
13900304,1,1,100
22900226,1,1,100
17301612,1,1,100
6600834,1,1,100
18400075,1,1,100
6301791,1,1,100
28704330,1,1,100
5701362,1,1,100
28300644,1,1,100
25200033,1,1,100
17301899,1,1,100
39100043,1,0,0
19001657,1,0,0
12715219,1,1,100
26203722,1,1,100
3600584,1,1,100
29502760,1,1,100
21402447,1,1,100
6100067,1,1,100
17300040,1,1,100
27300008,1,1,100
6201203,1,1,100
18400044,1,1,100
12711835,1,1,100
17600989,1,1,100
10600550,1,1,100
34800139,1,1,100
12701914,1,0,0
13102010,1,1,100
12703310,1,1,100
12702898,1,1,100
1600279,1,1,100
17500795,1,1,100
11400722,1,1,100
28714610,1,1,100
38100221,1,0,0
7900934,1,0,0
51600004,1,1,100
12720398,1,0,0
12700568,1,1,100
45600878,1,0,0
10900003,1,1,100
28715621,1,1,100
14300049,1,1,100
5800420,1,1,100
44400139,1,1,100
12708108,1,0,0
21405968,1,0,0
45600496,1,0,0
26022058,1,0,0
40500152,1,1,100
45900129,1,0,0
17300779,1,1,100
7600445,1,0,0
10201796,1,0,0
17100229,1,0,0
45601463,1,1,100
28717894,1,1,100
40400015,1,0,0
14701038,1,0,0
17700588,1,1,100
45601178,1,0,0
16600035,1,1,100
18000112,1,0,0
42100025,1,1,100
12719699,1,1,100
13101379,1,1,100
16100005,1,1,100
22700085,1,1,100
11500794,1,1,100
10501632,1,1,100
26012156,1,1,100
19700004,1,1,100
10301232,1,1,100
12711466,1,0,0
45500029,1,1,100
12719846,1,1,100
23900251,1,1,100
12719940,1,0,0
21410681,1,1,100
22900021,1,0,0
35101985,1,0,0
26003932,1,1,100
12717875,1,1,100
28101435,1,1,100
17200426,1,1,100
3100925,1,1,100
26006344,1,0,0
35101331,1,0,0
26024766,1,0,0
15800044,1,1,100
5000367,1,0,0
32401921,1,0,0
28101559,1,1,100
3601344,1,1,100
16100059,1,1,100
13000024,1,0,0
3200372,1,1,100
17301332,1,1,100
9300004,1,1,100
9100871,1,1,100
3701321,1,1,100
3300079,1,1,100
34800581,1,1,100
28704135,1,1,100
5800716,1,1,100
41100066,1,0,0
4501766,1,1,100
17800220,1,0,0
24100762,1,0,0
49300040,1,0,0
25500074,1,0,0
17301097,1,1,100
41300169,1,0,0
22400037,1,1,100
6801248,1,1,100
26201565,1,0,0
50000089,1,0,0
55700081,1,0,0
19100235,1,0,0
17601914,1,0,0
1306831,1,1,100
34500018,1,1,100
15201301,1,1,100
19100334,1,1,100
12500004,1,1,100
12716278,1,1,100
4801832,1,1,100
5500249,1,1,100
13000011,1,1,100
2900800,1,1,100
42600013,1,1,100
21408747,1,1,100
26403465,1,1,100
15300010,1,1,100
3901092,1,1,100
21403849,1,1,100
34800114,1,1,100
23200521,1,0,0
28721442,1,1,100
21405808,1,1,100
49700016,1,1,100
31800000,1,0,0
5801519,1,1,100
51400025,1,0,0
18700029,1,1,100
9100370,1,1,100
4700500,1,1,100
49900022,1,1,100
28712686,1,1,100
26026451,1,0,0
26601531,1,1,100
28721883,1,0,0
45600777,1,1,100
26401585,1,1,100
17301320,1,1,100
15902545,1,1,100
5400921,1,0,0
23900111,1,0,0
13104503,1,1,100
23300164,1,0,0
51100011,1,1,100
9002810,1,0,0
2402317,1,1,100
11100084,1,1,100
17600059,1,1,100
28712851,1,0,0
28714717,1,0,0
26201863,1,1,100
11400258,1,1,100
26200396,1,1,100
8700024,1,0,0
26203607,1,1,100
13104679,1,1,100
2900993,1,1,100
28101615,1,1,100
12712654,1,1,100
28401075,1,1,100
38300624,1,0,0
12704426,1,0,0
7005832,1,1,100
45900001,1,0,0
26012372,1,1,100
13104604,1,0,0
8800685,1,1,100
4700415,1,1,100
14700321,1,1,100
6301592,1,1,100
28707668,1,0,0
26021222,1,0,0
27200363,1,1,100
28400775,1,1,100
4804335,1,1,100
1002266,1,1,100
7200444,1,0,0
6601053,1,0,0
24100323,1,0,0
21403293,1,1,100
6200703,1,1,100
9200492,1,0,0
12708351,1,1,100
12700512,1,1,100
12719505,1,1,100
13400675,1,1,100
26300719,1,1,100
12716721,1,1,100
21409242,1,1,100
13900230,1,0,0
12301252,1,1,100
18200002,1,1,100
18300968,1,1,100
39700056,1,1,100
28712198,1,0,0
26203009,1,0,0
17301652,1,1,100
16600020,1,1,100
17300682,1,1,100
22700280,1,0,0
18000050,1,1,100
12712074,1,1,100
26200585,1,1,100
26300090,1,1,100
35700021,1,1,100
12706088,1,1,100
12300417,1,1,100
1700834,1,1,100
14701262,1,1,100
12720169,1,1,100
26300729,1,1,100
16000166,1,0,0
2501059,1,0,0
6500856,1,1,100
32401312,1,0,0
4400033,1,0,0
26200077,1,0,0
24000049,1,1,100
14300018,1,1,100
12709569,1,1,100
12711111,1,1,100
45600309,1,0,0
36000090,1,0,0
23301218,1,1,100
25200369,1,1,100
5300388,1,1,100
12000311,1,1,100
11900055,1,1,100
27200083,1,0,0
26403833,1,1,100
1306941,1,0,0
6600611,1,1,100
6000288,1,1,100
26205684,1,1,100
11100012,1,1,100
11500309,1,1,100
4803933,1,1,100
26003469,1,1,100
4803194,1,0,0
26203329,1,1,100
36400045,1,0,0
12709902,1,0,0
20000072,1,1,100
1201483,1,1,100
4801662,1,0,0
47500008,1,1,100
1307257,1,1,100
25502333,1,0,0
12711213,1,1,100
17400330,1,1,100
7002070,1,0,0
16000440,1,0,0
17700445,1,0,0
26023437,1,0,0
22800062,1,1,100
1004250,1,1,100
2600281,1,1,100
26400314,1,1,100
12500022,1,1,100
5801511,1,1,100
18500017,1,1,100
12711216,1,1,100
2900192,1,1,100
26400259,1,1,100
12717842,1,1,100
26020512,1,1,100
28717932,1,1,100
15700274,1,1,100
17300617,1,1,100
26400645,1,0,0
3900766,1,0,0
24100644,1,1,100
18300605,1,1,100
26403845,1,1,100
3700833,1,1,100
10503358,1,0,0
45900065,1,0,0
28712977,1,0,0
12719141,1,1,100
3701023,1,1,100
1701563,1,0,0
27201757,1,0,0
29502695,1,1,100
5801346,1,1,100
26600528,1,1,100
20000069,1,0,0
18700019,1,1,100
12709575,1,1,100
14701456,1,1,100
12719707,1,1,100
10503780,1,1,100
6000233,1,1,100
13600139,1,0,0
26019073,1,1,100
25504883,1,0,0
26600593,1,0,0
2601759,1,1,100
24100267,1,1,100
13400480,1,1,100
4804181,1,1,100
40300089,1,1,100
16700803,1,0,0
28716865,1,1,100
5300125,1,1,100
22400036,1,1,100
1800944,1,1,100
8200065,1,1,100
13104944,1,1,100
8800402,1,1,100
26500444,1,1,100
11900357,1,1,100
5700610,1,1,100
52900146,1,0,0
15201041,1,0,0
21403343,1,1,100
6801278,1,0,0
28713637,1,0,0
5301096,1,0,0
9200656,1,0,0
2701650,1,1,100
26013711,1,1,100
12800567,1,0,0
21410595,1,0,0
3800968,1,0,0
29501136,1,1,100
16000593,1,0,0
24100354,1,0,0
8901934,1,0,0
15901032,1,0,0
26023433,1,0,0
25504962,1,0,0
18900455,1,1,100
12719628,1,1,100
13300013,1,1,100
7005924,1,1,100
31501186,1,1,100
26004858,1,1,100
21400774,1,1,100
8300170,1,1,100
28717167,1,1,100
7201810,1,1,100
26024056,1,1,100
26202131,1,1,100
10700587,1,0,0
3500275,1,1,100
32800607,1,1,100
29502514,1,1,100
7005555,1,1,100
28718956,1,1,100
49900056,1,0,0
8901296,1,0,0
12714715,1,1,100
5301640,1,1,100
1003549,1,1,100
4801565,1,1,100
7600323,1,1,100
16400175,1,1,100
12700933,1,1,100
53100015,1,1,100
4201085,1,1,100
1306449,1,0,0
5801194,1,0,0
17600492,1,1,100
12709161,1,1,100
28705798,1,0,0
28718602,1,1,100
18300058,1,0,0
28718948,1,0,0
26012317,1,1,100
28709345,1,0,0
5600100,1,1,100
21410225,1,0,0
28707861,1,1,100
4502584,1,0,0
55400154,1,1,100
25700526,1,0,0
26601598,1,1,100
28717706,1,1,100
15200454,1,1,100
26004773,1,0,0
10101079,1,1,100
17300509,1,1,100
6600889,1,1,100
17301668,1,1,100
28704151,1,1,100
6902210,1,1,100
38400121,1,1,100
28714167,1,1,100
2800389,1,1,100
28708833,1,1,100
1305479,1,1,100
12703526,1,0,0
28701698,1,0,0
28300637,1,1,100
2501834,1,1,100
29200091,1,1,100
12704057,1,1,100
3100467,1,1,100
29502694,1,1,100
26204562,1,1,100
12706279,1,1,100
3601035,1,1,100
17500733,1,1,100
16000850,1,0,0
8801093,1,0,0
12701425,1,1,100
10201136,1,0,0
3800821,1,1,100
6701096,1,1,100
26300747,1,1,100
27700201,1,0,0
12719156,1,1,100
19600298,1,1,100
8902722,1,0,0
43300101,1,0,0
7005686,1,0,0
18001443,1,0,0
12400222,1,0,0
33900025,1,0,0
22500123,1,1,100
26600360,1,1,100
12700159,1,0,0
21411556,1,1,100
10201604,1,0,0
22700344,1,1,100
3200547,1,1,100
26600421,1,1,100
12704046,1,0,0
14100183,1,1,100
29501678,1,0,0
16400105,1,0,0
17601203,1,1,100
4201155,1,0,0
18600064,1,0,0
59600010,1,0,0
7300124,1,1,100
14700854,1,1,100
11700042,1,1,100
5300927,1,1,100
5301372,1,1,100
26205472,1,1,100
32900094,1,1,100
18300011,1,1,100
12716210,1,0,0
5801374,1,1,100
9100524,1,1,100
25505066,1,0,0
5100765,1,1,100
34800220,1,1,100
28300393,1,1,100
28719245,1,1,100
31700022,1,1,100
10700232,1,1,100
5400562,1,0,0
26601615,1,0,0
1004615,1,1,100
1004788,1,1,100
4400006,1,1,100
15900086,1,1,100
15200408,1,1,100
6201177,1,1,100
12700086,1,1,100
3701389,1,1,100
28715839,1,1,100
26404941,1,0,0
28716904,1,0,0
5800961,1,0,0
6902594,1,0,0
12704829,1,0,0
24900203,1,1,100
16700679,1,0,0
28718820,1,1,100
4804336,1,1,100
4801892,1,1,100
42600070,1,1,100
20100154,1,1,100
6200710,1,1,100
5400065,1,1,100
25800014,1,1,100
16700044,1,0,0
25200441,1,0,0
12100414,1,1,100
26015847,1,1,100
1480711,1,1,100
15800059,1,1,100
1600556,1,0,0
38100145,1,0,0
26401087,1,1,100
13300043,1,1,100
21403567,1,0,0
3601196,1,1,100
40500207,1,0,0
19200134,1,1,100
28716519,1,1,100
21408685,1,1,100
41300111,1,1,100
24100022,1,0,0
26003924,1,1,100
12400412,1,1,100
21410909,1,1,100
17000086,1,1,100
9002679,1,0,0
13104491,1,0,0
11600125,1,0,0
17500340,1,1,100
3601233,1,1,100
1306931,1,1,100
12702009,1,1,100
25508020,1,0,0
10200963,1,1,100
2900965,1,0,0
2601238,1,0,0
21405990,1,0,0
13200193,1,1,100
31401163,1,0,0
3700668,1,1,100
12600002,1,1,100
31501043,1,1,100
1307341,1,1,100
5000576,1,1,100
42600176,1,1,100
18300021,1,1,100
14500002,1,1,100
26200670,1,1,100
2701819,1,1,100
47500028,1,1,100
11200470,1,0,0
34600233,1,0,0
34200153,1,0,0
13600090,1,0,0
33900057,1,0,0
6700940,1,1,100
4804382,1,1,100
15700211,1,1,100
32403848,1,0,0
6500678,1,0,0
16000015,1,1,100
12707310,1,1,100
39700040,1,1,100
4500148,1,1,100
3801312,1,1,100
18200084,1,1,100
26600067,1,1,100
7005234,1,1,100
2401474,1,0,0
5700677,1,1,100
1480239,1,1,100
12700387,1,1,100
4802899,1,1,100
4700288,1,0,0
24100512,1,1,100
1004518,1,1,100
22900077,1,1,100
40400000,1,1,100
38100330,1,0,0
4100363,1,1,100
5400173,1,1,100
26204057,1,1,100
32801135,1,1,100
1306580,1,0,0
43500045,1,1,100
26000205,1,1,100
26016630,1,1,100
28715055,1,1,100
9100336,1,1,100
7000902,1,1,100
8700176,1,0,0
3100787,1,1,100
42400039,1,1,100
28708315,1,1,100
1004850,1,1,100
26600056,1,1,100
17302264,1,0,0
1004888,1,1,100
2800396,1,1,100
5100612,1,1,100
9100636,1,1,100
3100802,1,1,100
6301991,1,1,100
4100239,1,1,100
1004197,1,1,100
6200483,1,1,100
2401883,1,1,100
12715933,1,1,100
43800003,1,1,100
13000120,1,1,100
12500006,1,1,100
14700418,1,0,0
16000474,1,0,0
45100015,1,0,0
26500357,1,0,0
14500090,1,0,0
10300417,1,0,0
9000239,1,0,0
12800848,1,0,0
1004320,1,1,100
22000298,1,1,100
12700464,1,1,100
26600087,1,1,100
1005149,1,1,100
26201144,1,1,100
26300345,1,0,0
26403916,1,0,0
13400256,1,0,0
4804251,1,1,100
3601539,1,1,100
3701443,1,1,100
3500182,1,1,100
19100373,1,0,0
26010613,1,0,0
26202977,1,0,0
13900095,1,1,100
1700872,1,1,100
1004493,1,1,100
13104311,1,1,100
14100285,1,1,100
5801072,1,1,100
12901376,1,0,0
35700025,1,1,100
25700390,1,0,0
44700050,1,1,100
5000798,1,1,100
12711315,1,1,100
12718000,1,1,100
29100065,1,1,100
18001268,1,1,100
2700117,1,1,100
28718435,1,1,100
3200568,1,1,100
26400753,1,1,100
45300004,1,1,100
12713298,1,1,100
7203532,1,1,100
22900191,1,1,100
26201251,1,0,0
18800064,1,1,100
1005163,1,1,100
26201985,1,0,0
22700128,1,1,100
4502718,1,1,100
14100460,1,1,100
6500669,1,0,0
28800070,1,1,100
12719937,1,1,100
26403268,1,0,0
12717480,1,0,0
1701548,1,0,0
23300019,1,1,100
6302156,1,1,100
12100300,1,1,100
29501825,1,1,100
26403406,1,1,100
54700001,1,1,100
26024051,1,1,100
21403542,1,1,100
14000564,1,0,0
36700048,1,0,0
37800099,1,0,0
10800074,1,1,100
8900696,1,1,100
24100504,1,1,100
26300773,1,1,100
28709661,1,1,100
39800110,1,1,100
13200380,1,1,100
2501708,1,1,100
8700085,1,1,100
21406674,1,1,100
26201826,1,0,0
28100667,1,1,100
17302541,1,1,100
6301287,1,1,100
18001260,1,1,100
20000523,1,0,0
3800401,1,1,100
15901723,1,1,100
17300621,1,1,100
3200512,1,1,100
24300328,1,1,100
26016590,1,1,100
6700883,1,0,0
5800183,1,1,100
45600250,1,1,100
12715141,1,1,100
15300294,1,1,100
2501640,1,1,100
28718026,1,1,100
35200045,1,1,100
12100620,1,1,100
23900062,1,1,100
8800753,1,1,100
5200145,1,1,100
11500320,1,1,100
21400753,1,1,100
21406763,1,1,100
20900050,1,1,100
12702423,1,1,100
28100919,1,0,0
42000030,1,0,0
2401541,1,0,0
26600190,1,0,0
9200108,1,1,100
12700177,1,0,0
26401403,1,1,100
3100198,1,1,100
12700940,1,1,100
15600036,1,1,100
19400003,1,1,100
43300126,1,1,100
17500739,1,0,0
17000035,1,1,100
12701252,1,1,100
6902813,1,0,0
1003195,1,1,100
13900487,1,0,0
26014742,1,1,100
17200962,1,1,100
6301436,1,1,100
6301744,1,1,100
7200483,1,0,0
7201788,1,1,100
18300250,1,1,100
12719727,1,1,100
44300020,1,1,100
8902632,1,1,100
12702476,1,1,100
17301019,1,1,100
10500424,1,1,100
11700208,1,1,100
17500679,1,1,100
28712978,1,1,100
29502357,1,1,100
26204081,1,1,100
15201321,1,1,100
22500104,1,1,100
28716969,1,1,100
21402075,1,1,100
21409288,1,0,0
26204316,1,0,0
26400511,1,1,100
9001642,1,1,100
26300122,1,0,0
12400324,1,0,0
3100970,1,1,100
2500968,1,1,100
4600498,1,1,100
17301342,1,1,100
8800811,1,1,100
5301340,1,1,100
19100053,1,1,100
16100032,1,1,100
26401454,1,1,100
12715959,1,1,100
7005357,1,1,100
15200997,1,0,0
10900388,1,1,100
14700176,1,1,100
38300024,1,0,0
26005576,1,0,0
12719631,1,1,100
3801291,1,1,100
7004981,1,0,0
24400345,1,0,0
12301448,1,0,0
15900134,1,1,100
4500273,1,1,100
1802017,1,1,100
13200196,1,1,100
4900149,1,1,100
3000109,1,1,100
4804023,1,1,100
1306459,1,0,0
25100268,1,0,0
8500005,1,1,100
22200191,1,1,100
3100302,1,1,100
